Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
5,Q17,1544650170.475777,825748,0,0
2,Q11,1544650171.201381,443571,0,0
7,Q19,1544650171.545135,828297,0,0
6,Q18,1544650172.274397,7917952,0,0
4,Q16,1544650180.091929,2632332,0,0
8,Q22,1544650182.624121,105098,0,0
7,Q19,1544650182.628574,829213,0,0
8,Q22,1544650183.357050,102719,0,0
4,Q16,1544650183.359300,2565761,0,0
4,Q16,1544650185.824401,2584331,0,0
4,Q16,1544650188.308471,2585463,0,0
3,Q13,1544650190.794172,425180,0,0
2,Q11,1544650191.118927,440918,0,0
1,Q2,1544650191.459420,705278,0,0
4,Q16,1544650192.064411,2579158,0,0
6,Q18,1544650194.543165,7834869,0,0
3,Q13,1544650202.278038,425830,0,0
8,Q22,1544650202.604086,101849,0,0
6,Q18,1544650202.605210,7890033,0,0
5,Q17,1544650210.394784,751170,0,0
3,Q13,1544650211.045498,425213,0,0
3,Q13,1544650211.370326,421207,0,0
5,Q17,1544650211.690881,728217,0,0
3,Q13,1544650212.318368,422065,0,0
8,Q22,1544650212.639939,102369,0,0
2,Q11,1544650212.642182,495921,0,0
1,Q2,1544650213.037785,703317,0,0
2,Q11,1544650213.640684,442768,0,0
5,Q17,1544650213.983602,728928,0,0
8,Q22,1544650214.612285,102053,0,0
7,Q19,1544650214.614534,821662,0,0
8,Q22,1544650215.336110,102244,0,0
3,Q13,1544650215.338352,422140,0,0
8,Q22,1544650215.659952,102293,0,0
4,Q16,1544650215.662192,2567868,0,0
8,Q22,1544650218.129542,102974,0,0
7,Q19,1544650218.131773,828542,0,0
2,Q11,1544650218.860000,440840,0,0
4,Q16,1544650219.200613,2577448,0,0
8,Q22,1544650221.677669,109228,0,0
2,Q11,1544650221.687741,446088,0,0
5,Q17,1544650222.033633,728329,0,0
1,Q2,1544650222.661789,712859,0,0
3,Q13,1544650223.274664,421005,0,0
4,Q16,1544650223.595173,2567798,0,0
5,Q17,1544650226.062541,735082,0,0
2,Q11,1544650226.697837,439952,0,0
8,Q22,1544650227.037334,102182,0,0
2,Q11,1544650227.039568,440105,0,0
2,Q11,1544650227.379082,440608,0,0
1,Q2,1544650227.719712,711152,0,0
3,Q13,1544650228.330390,421352,0,0
5,Q17,1544650228.652033,727103,0,0
3,Q13,1544650229.278426,425159,0,0
3,Q13,1544650229.603398,420925,0,0
8,Q22,1544650229.923934,101941,0,0
