Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,Q2,1544651245.495554,1137378,4,0
8,Q22,1544651245.495554,639773,1,0
1,Q2,1544651245.495554,811551,0,0
1,Q2,1544651245.495554,777556,9,0
1,Q2,1544651245.700715,900149,2,0
3,Q13,1544651245.711288,607601,5,0
1,Q2,1544651245.775864,824999,6,0
6,Q18,1544651245.840422,7197728,3,0
1,Q2,1544651245.912447,709853,8,0
4,Q16,1544651246.035179,2631758,1,0
4,Q16,1544651246.172999,2595707,9,0
5,Q17,1544651246.207511,736380,0,0
7,Q19,1544651246.219427,888632,5,0
6,Q18,1544651246.501241,7211652,6,0
1,Q2,1544651246.501241,850215,2,0
8,Q22,1544651246.522982,309082,8,0
3,Q13,1544651246.533855,491585,4,0
7,Q19,1544651246.671660,828273,7,0
7,Q19,1544651246.732209,785357,8,0
3,Q13,1544651246.843693,422947,0,0
8,Q22,1544651246.925167,240145,4,0
6,Q18,1544651247.008393,7170421,5,0
3,Q13,1544651247.065718,406377,4,0
2,Q11,1544651247.166570,415277,0,0
5,Q17,1544651247.251768,698311,2,0
3,Q13,1544651247.372926,426208,4,0
4,Q16,1544651247.399998,2382324,7,0
1,Q2,1544651247.418503,685275,8,0
3,Q13,1544651247.481737,395988,0,0
1,Q2,1544651247.699299,718946,4,0
2,Q11,1544651247.778034,399194,0,0
8,Q22,1544651247.849958,224235,2,0
3,Q13,1544651247.974565,387316,2,0
2,Q11,1544651248.003785,406562,8,0
7,Q19,1544651248.077461,732784,0,0
1,Q2,1544651248.261180,675678,2,0
7,Q19,1544651248.310552,750234,8,0
4,Q16,1544651248.318062,2488995,4,0
3,Q13,1544651248.567061,395767,1,0
1,Q2,1544651248.668877,703138,9,0
6,Q18,1544651248.709552,7262130,0,0
6,Q18,1544651248.837306,7288505,2,0
8,Q22,1544651248.863051,222180,1,0
4,Q16,1544651248.960097,2480178,8,0
1,Q2,1544651248.985022,704387,1,0
2,Q11,1544651249.272241,413871,9,0
7,Q19,1544651249.585429,738630,9,0
3,Q13,1544651249.588682,403861,1,0
8,Q22,1544651249.681840,224552,7,0
5,Q17,1544651249.805623,665589,7,0
2,Q11,1544651249.892465,405062,1,0
8,Q22,1544651250.197958,217827,1,0
1,Q2,1544651250.223922,681712,9,0
7,Q19,1544651250.315629,737162,1,0
2,Q11,1544651250.370617,397672,7,0
3,Q13,1544651250.668032,390284,7,0
6,Q18,1544651250.707190,7447888,4,0
6,Q18,1544651250.805515,7576459,9,0
4,Q16,1544651250.952439,2447380,1,0
2,Q11,1544651250.958898,395588,7,0
4,Q16,1544651251.254043,2465526,7,0
1,Q2,1544651251.339964,825957,8,0
2,Q11,1544651252.066026,394490,8,0
6,Q18,1544651252.359918,7489650,8,0
4,Q16,1544651252.937259,2555102,3,0
4,Q16,1544651253.299258,2544446,1,0
5,Q17,1544651253.612571,753823,6,0
8,Q22,1544651253.619011,222854,7,0
6,Q18,1544651253.742284,7136994,7,0
4,Q16,1544651254.079837,2437078,5,0
2,Q11,1544651254.266268,405886,6,0
1,Q2,1544651254.572498,680860,6,0
7,Q19,1544651255.153241,756120,6,0
4,Q16,1544651255.392576,2604897,3,0
7,Q19,1544651255.762808,828751,1,0
6,Q18,1544651255.809370,7143704,6,0
1,Q2,1544651255.871819,662614,0,0
4,Q16,1544651256.026361,2453321,2,0
8,Q22,1544651256.417056,219742,5,0
5,Q17,1544651256.434340,635292,0,0
2,Q11,1544651256.492204,393791,1,0
8,Q22,1544651256.537264,219234,5,0
8,Q22,1544651256.656194,219929,5,0
6,Q18,1544651256.775426,7036377,5,0
1,Q2,1544651256.786273,700704,1,0
6,Q18,1544651256.969365,6993237,0,0
3,Q13,1544651257.386499,391833,1,0
7,Q19,1544651257.678304,775163,1,0
7,Q19,1544651257.897167,874569,3,0
7,Q19,1544651258.055294,818954,4,0
5,Q17,1544651258.282477,659074,9,0
3,Q13,1544651258.353817,378884,1,0
8,Q22,1544651258.379729,220941,2,0
8,Q22,1544651258.500995,220528,2,0
2,Q11,1544651258.620522,394860,2,0
1,Q2,1544651258.633461,666219,1,0
1,Q2,1544651258.672611,714102,3,0
1,Q2,1544651258.774774,708664,4,0
3,Q13,1544651258.842221,391066,9,0
3,Q13,1544651258.915137,385206,2,0
6,Q18,1544651259.133415,7006577,9,0
5,Q17,1544651259.199661,653273,1,0
3,Q13,1544651259.199661,388205,2,0
3,Q13,1544651259.286572,399742,3,0
1,Q2,1544651259.384154,708810,4,0
7,Q19,1544651259.487784,802354,2,0
8,Q22,1544651259.586497,266254,3,0
7,Q19,1544651259.749346,751018,8,0
2,Q11,1544651259.752631,396617,3,0
2,Q11,1544651259.752631,396582,1,0
6,Q18,1544651259.992772,7049577,4,0
4,Q16,1544651260.049176,2390309,1,0
