Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
7,Q19,1544649788.456328,834247,0,0
4,Q16,1544649789.190622,2571118,0,0
1,Q2,1544649791.661295,703230,0,0
2,Q11,1544649792.264130,440793,0,0
8,Q22,1544649792.604811,101904,0,0
7,Q19,1544649792.605928,824648,0,0
7,Q19,1544649793.329826,817585,0,0
1,Q2,1544649794.046951,702737,0,0
3,Q13,1544649794.649867,430633,0,0
3,Q13,1544649794.980342,419231,0,0
6,Q18,1544649795.299488,7854366,0,0
1,Q2,1544649803.053469,702927,0,0
4,Q16,1544649803.657310,2568072,0,0
6,Q18,1544649806.125354,7879518,0,0
6,Q18,1544649813.905110,7895131,0,0
7,Q19,1544649821.700392,835990,0,0
3,Q13,1544649822.436739,424003,0,0
1,Q2,1544649822.760921,756581,0,0
2,Q11,1544649823.417466,441489,0,0
2,Q11,1544649823.759448,440461,0,0
7,Q19,1544649824.100309,816280,0,0
4,Q16,1544649824.816696,2573791,0,0
1,Q2,1544649827.290438,705194,0,0
8,Q22,1544649827.895613,102123,0,0
2,Q11,1544649827.897788,443317,0,0
5,Q17,1544649828.241766,733053,0,0
1,Q2,1544649828.874844,703174,0,0
4,Q16,1544649829.478417,2598943,0,0
1,Q2,1544649831.977763,705525,0,0
6,Q18,1544649832.584129,7823126,0,0
1,Q2,1544649840.307209,703888,0,0
7,Q19,1544649840.911322,817653,0,0
1,Q2,1544649841.629309,714572,0,0
