Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
8,Q14,1544684300.824523,962036,2,0
1,Q1,1544684300.824523,360467,4,0
9,Q16,1544684300.824524,1174704,1,0
14,Q22,1544684300.824524,243471,0,0
6,Q11,1544684301.022565,295209,5,0
8,Q14,1544684301.023403,602375,0,0
13,Q21,1544684301.072850,721219,6,0
6,Q11,1544684301.085304,271655,4,0
11,Q18,1544684301.085304,2877708,3,0
4,Q4,1544684301.172644,270486,7,0
13,Q21,1544684301.189917,1023927,8,0
5,Q6,1544684301.217843,202617,5,0
7,Q12,1544684301.250359,899431,9,0
13,Q21,1544684301.257278,880583,4,0
9,Q16,1544684301.320916,1408861,5,0
4,Q4,1544684301.343096,242683,7,0
4,Q4,1544684301.486140,239563,7,0
2,Q2,1544684301.526470,16064734,0,0
5,Q6,1544684301.625567,170453,7,0
4,Q4,1544684301.686449,235272,2,0
6,Q11,1544684301.694531,207273,6,0
5,Q6,1544684301.695675,166045,7,0
7,Q12,1544684301.762522,738670,7,0
14,Q22,1544684301.802056,140124,6,0
6,Q11,1544684301.821286,180429,2,0
13,Q21,1544684301.842671,932422,6,0
7,Q12,1544684301.898973,895924,1,0
4,Q4,1544684301.901190,169550,2,0
2,Q2,1544684301.971067,16704663,2,0
5,Q6,1544684302.037708,202707,4,0
9,Q16,1544684302.049933,911401,9,0
14,Q22,1544684302.113953,149809,8,0
4,Q4,1544684302.140446,325390,4,0
2,Q2,1544684302.164688,18129829,8,0
4,Q4,1544684302.366644,185687,4,0
2,Q2,1544684302.401984,17055327,7,0
8,Q14,1544684302.452174,628087,4,0
12,Q19,1544684302.630197,459549,5,0
13,Q21,1544684302.675593,901277,6,0
7,Q12,1544684302.694845,874937,1,0
14,Q22,1544684302.861594,137773,9,0
14,Q22,1544684302.899764,150045,9,0
13,Q21,1544684302.950400,697435,9,0
4,Q4,1544684302.979639,168789,4,0
1,Q1,1544684302.989767,216021,5,0
2,Q2,1544684303.049389,16071953,4,0
14,Q22,1544684303.105781,164009,5,0
4,Q4,1544684303.169204,250667,5,0
6,Q11,1544684303.320864,167458,5,0
13,Q21,1544684303.388769,731338,5,0
14,Q22,1544684303.470450,125415,1,0
7,Q12,1544684303.477366,777434,6,0
5,Q6,1544684303.495808,229833,1,0
8,Q14,1544684303.548728,616106,9,0
14,Q22,1544684303.625814,169095,1,0
4,Q4,1544684303.696016,176027,1,0
12,Q19,1544684303.771904,493886,1,0
4,Q4,1544684303.862464,268668,3,0
9,Q16,1544684304.020461,885270,5,0
4,Q4,1544684304.031887,297882,3,0
6,Q11,1544684304.065242,150593,9,0
4,Q4,1544684304.115935,200209,9,0
8,Q14,1544684304.153992,608393,6,0
13,Q21,1544684304.165436,697535,1,0
14,Q22,1544684304.217131,125612,9,0
2,Q2,1544684304.230951,18248465,3,0
5,Q6,1544684304.243579,170351,9,0
6,Q11,1544684304.314890,140342,9,0
14,Q22,1544684304.355213,126204,9,0
4,Q4,1544684304.380468,173098,9,0
5,Q6,1544684304.453949,154740,9,0
13,Q21,1544684304.509166,711369,9,0
4,Q4,1544684304.663264,168872,6,0
4,Q4,1544684304.732555,167814,6,0
12,Q19,1544684304.762289,230562,1,0
13,Q21,1544684304.800267,663589,6,0
5,Q6,1544684304.805874,175266,5,0
5,Q6,1544684304.880951,155803,5,0
2,Q2,1544684304.893305,15980665,1,0
6,Q11,1544684304.937285,138316,5,0
2,Q2,1544684304.975686,18580839,5,0
5,Q6,1544684305.120088,157568,9,0
1,Q1,1544684305.177752,194442,9,0
14,Q22,1544684305.272570,124414,9,0
1,Q1,1544684305.297377,193439,9,0
5,Q6,1544684305.364008,155808,6,0
6,Q11,1544684305.391083,137225,9,0
1,Q1,1544684305.420495,192746,6,0
14,Q22,1544684305.428402,124703,9,0
4,Q4,1544684305.453172,168977,9,0
4,Q4,1544684305.513944,167788,6,0
4,Q4,1544684305.521819,169372,9,0
11,Q18,1544684305.581604,3856793,6,0
4,Q4,1544684305.590665,169595,9,0
9,Q16,1544684305.660741,807045,9,0
8,Q14,1544684306.367990,623227,9,0
9,Q16,1544684306.891405,1050429,9,0
4,Q4,1544684307.841686,179063,9,0
13,Q21,1544684307.920736,668844,9,0
1,Q1,1544684308.489441,193430,9,0
13,Q21,1544684308.582866,663916,9,0
2,Q2,1544684309.146845,21776556,9,0
5,Q6,1544684309.337778,155528,6,0
7,Q12,1544684309.393869,688606,6,0
5,Q6,1544684309.982424,154748,6,0
2,Q2,1544684310.037717,21552825,6,0
2,Q2,1544684317.491263,19952366,0,0
1,Q1,1544684318.575882,194633,2,0
6,Q11,1544684318.670940,137757,2,0
11,Q18,1544684318.708950,5297327,2,0
5,Q6,1544684319.021694,155289,4,0
12,Q19,1544684319.076824,237243,4,0
1,Q1,1544684319.215066,193159,4,0
13,Q21,1544684319.308256,666707,4,0
14,Q22,1544684319.357837,127487,7,0
