Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Q17,1544649396.394083,744482,0,0
4,Q17,1544649397.039060,732343,0,0
1,Q2,1544649397.671432,699999,0,0
4,Q17,1544649398.271710,733825,0,0
2,Q11,1544649398.905032,437109,0,0
5,Q19,1544649399.241975,817791,0,0
5,Q19,1544649399.960069,817207,0,0
3,Q16,1544649400.677723,2574275,0,0
4,Q17,1544649403.152311,734641,0,0
3,Q16,1544649403.787398,2573848,0,0
2,Q11,1544649406.261322,437254,0,0
1,Q2,1544649406.597915,735954,0,0
5,Q19,1544649407.233640,835134,0,0
2,Q11,1544649407.968252,436713,0,0
5,Q19,1544649408.304941,817800,0,0
4,Q17,1544649409.023031,732283,0,0
1,Q2,1544649409.655872,696822,0,0
5,Q19,1544649410.252624,820367,0,0
1,Q2,1544649410.972751,697693,0,0
4,Q17,1544649411.570798,733415,0,0
3,Q16,1544649412.204585,2581974,0,0
5,Q19,1544649414.686796,843741,0,0
4,Q17,1544649415.430116,732932,0,0
4,Q17,1544649416.062744,732304,0,0
1,Q2,1544649416.695508,696975,0,0
5,Q19,1544649417.292516,832912,0,0
2,Q11,1544649418.025751,443662,0,0
5,Q19,1544649418.369257,823632,0,0
4,Q17,1544649419.093178,733302,0,0
4,Q17,1544649419.726894,731522,0,0
1,Q2,1544649420.358213,697633,0,0
4,Q17,1544649420.956161,733677,0,0
1,Q2,1544649421.589650,697604,0,0
4,Q17,1544649422.187705,732151,0,0
5,Q19,1544649422.820159,818982,0,0
2,Q11,1544649423.538736,435930,0,0
5,Q19,1544649423.875094,817308,0,0
4,Q17,1544649424.592692,732404,0,0
3,Q16,1544649425.224775,2566936,0,0
3,Q16,1544649427.691636,2565830,0,0
3,Q16,1544649430.157626,2564671,0,0
1,Q2,1544649432.622208,698328,0,0
1,Q2,1544649433.220500,697019,0,0
4,Q17,1544649433.817376,736573,0,0
4,Q17,1544649434.454464,730829,0,0
2,Q11,1544649435.085832,438009,0,0
1,Q2,1544649435.424262,696322,0,0
3,Q16,1544649436.020061,2570076,0,0
5,Q19,1544649438.490287,821116,0,0
3,Q16,1544649439.211610,2583881,0,0
2,Q11,1544649441.696126,435584,0,0
3,Q16,1544649442.032453,2571822,0,0
3,Q16,1544649444.504744,2562926,0,0
4,Q17,1544649446.967455,733840,0,0
2,Q11,1544649447.601010,435605,0,0
2,Q11,1544649447.936559,435299,0,0
5,Q19,1544649448.271976,817870,0,0
2,Q11,1544649448.989669,435510,0,0
5,Q19,1544649449.325093,817959,0,0
3,Q16,1544649450.043484,2568064,0,0
4,Q17,1544649452.512392,734754,0,0
5,Q19,1544649453.146815,818679,0,0
3,Q16,1544649453.864930,2570360,0,0
