Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
6,Q18,1544650565.903318,8218587,0,0
3,Q13,1544650574.021947,428568,0,0
1,Q2,1544650574.350667,786106,0,0
6,Q18,1544650575.036530,8156049,0,0
3,Q13,1544650583.092396,428220,0,0
8,Q22,1544650583.420596,244658,0,0
3,Q13,1544650583.565076,421447,0,0
2,Q11,1544650583.886439,493283,0,0
6,Q18,1544650584.279285,8045962,0,0
4,Q16,1544650592.224428,2640288,0,0
5,Q17,1544650594.764503,781314,0,0
2,Q11,1544650595.445484,439417,0,0
3,Q13,1544650595.784795,439308,0,0
3,Q13,1544650596.124076,427194,0,0
2,Q11,1544650596.451175,440770,0,0
2,Q11,1544650596.791751,440414,0,0
7,Q19,1544650597.132164,845156,0,0
8,Q22,1544650597.876777,241842,0,0
7,Q19,1544650598.017917,825023,0,0
8,Q22,1544650598.742974,241088,0,0
1,Q2,1544650598.884090,705840,0,0
3,Q13,1544650599.489133,423066,0,0
3,Q13,1544650599.811940,420578,0,0
2,Q11,1544650600.132434,435510,0,0
3,Q13,1544650600.467392,421353,0,0
3,Q13,1544650600.788988,420050,0,0
2,Q11,1544650601.108317,435961,0,0
3,Q13,1544650601.444302,423578,0,0
5,Q17,1544650601.767796,727723,0,0
2,Q11,1544650602.395074,442899,0,0
1,Q2,1544650602.737885,705316,0,0
3,Q13,1544650603.343070,423188,0,0
1,Q2,1544650603.665955,697830,0,0
7,Q19,1544650604.263364,864463,0,0
6,Q18,1544650605.027479,8006233,0,0
2,Q11,1544650612.933293,486131,0,0
1,Q2,1544650613.319249,708154,0,0
3,Q13,1544650613.927561,429571,0,0
8,Q22,1544650614.256711,247550,0,0
5,Q17,1544650614.403496,779890,0,0
2,Q11,1544650615.083774,486940,0,0
5,Q17,1544650615.470226,738992,0,0
2,Q11,1544650616.108939,436200,0,0
7,Q19,1544650616.444851,828638,0,0
1,Q2,1544650617.173188,715348,0,0
5,Q17,1544650617.788346,724138,0,0
6,Q18,1544650618.412417,7526558,0,0
