Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,Q11,1544646510.518372,441654,0,0
2,Q17,1544646510.860167,719202,0,0
2,Q17,1544646511.479544,719123,0,0
1,Q11,1544646512.099434,440950,0,0
1,Q11,1544646512.440077,444998,0,0
1,Q11,1544646512.784496,442644,0,0
2,Q17,1544646513.127175,718995,0,0
2,Q17,1544646513.746048,719113,0,0
1,Q11,1544646514.365524,441619,0,0
2,Q17,1544646514.707497,718715,0,0
2,Q17,1544646515.326025,768523,0,0
2,Q17,1544646515.994607,715234,0,0
1,Q11,1544646516.610661,475204,0,0
2,Q17,1544646516.985892,714833,0,0
1,Q11,1544646517.600266,440012,0,0
1,Q11,1544646517.940359,439143,0,0
2,Q17,1544646518.280175,714372,0,0
2,Q17,1544646518.894796,714630,0,0
1,Q11,1544646519.509477,444551,0,0
2,Q17,1544646519.853902,721645,0,0
1,Q11,1544646520.474552,440497,0,0
1,Q11,1544646520.815433,439002,0,0
2,Q17,1544646521.154475,715931,0,0
2,Q17,1544646521.770318,714738,0,0
1,Q11,1544646522.385217,439420,0,0
1,Q11,1544646522.725377,438540,0,0
1,Q11,1544646523.064372,443857,0,0
1,Q11,1544646523.407938,440291,0,0
2,Q17,1544646523.747699,715708,0,0
2,Q17,1544646524.364004,715136,0,0
1,Q11,1544646524.978573,440056,0,0
1,Q11,1544646525.318847,439270,0,0
1,Q11,1544646525.658934,438755,0,0
2,Q17,1544646525.998213,715088,0,0
2,Q17,1544646526.613898,715091,0,0
1,Q11,1544646527.229353,439415,0,0
2,Q17,1544646527.569235,714489,0,0
1,Q11,1544646528.184260,439004,0,0
1,Q11,1544646528.523365,439245,0,0
2,Q17,1544646528.863684,714279,0,0
1,Q11,1544646529.478464,438811,0,0
1,Q11,1544646529.817630,438970,0,0
1,Q11,1544646530.156980,438909,0,0
1,Q11,1544646530.496428,438833,0,0
2,Q17,1544646530.835705,714634,0,0
1,Q11,1544646531.450661,439135,0,0
1,Q11,1544646531.789892,439300,0,0
1,Q11,1544646532.129219,439242,0,0
2,Q17,1544646532.468439,715045,0,0
2,Q17,1544646533.083597,715373,0,0
1,Q11,1544646533.699756,438545,0,0
2,Q17,1544646534.039114,714215,0,0
1,Q11,1544646534.653453,439220,0,0
1,Q11,1544646534.992892,439133,0,0
1,Q11,1544646535.332063,439222,0,0
1,Q11,1544646535.672345,438256,0,0
1,Q11,1544646536.010505,439257,0,0
2,Q17,1544646536.349777,714808,0,0
2,Q17,1544646536.964681,715453,0,0
1,Q11,1544646537.580596,439122,0,0
2,Q17,1544646537.919674,715348,0,0
2,Q17,1544646538.535838,714822,0,0
2,Q17,1544646539.150706,714983,0,0
2,Q17,1544646539.766298,715366,0,0
1,Q11,1544646540.382507,438633,0,0
2,Q17,1544646540.721678,714515,0,0
2,Q17,1544646541.336574,715169,0,0
2,Q17,1544646541.951724,715384,0,0
2,Q17,1544646542.567885,714949,0,0
1,Q11,1544646543.182885,439340,0,0
2,Q17,1544646543.522050,714761,0,0
1,Q11,1544646544.137792,438512,0,0
1,Q11,1544646544.476618,438885,0,0
2,Q17,1544646544.815636,714418,0,0
2,Q17,1544646545.430563,714849,0,0
1,Q11,1544646546.046527,438606,0,0
1,Q11,1544646546.385659,438727,0,0
1,Q11,1544646546.724925,438633,0,0
2,Q17,1544646547.064092,714837,0,0
1,Q11,1544646547.679861,438523,0,0
2,Q17,1544646548.017723,716289,0,0
2,Q17,1544646548.634349,715011,0,0
2,Q17,1544646549.250030,714143,0,0
2,Q17,1544646549.864979,714679,0,0
2,Q17,1544646550.480452,714081,0,0
1,Q11,1544646551.095168,438734,0,0
1,Q11,1544646551.434069,438945,0,0
2,Q17,1544646551.773022,715408,0,0
2,Q17,1544646552.388276,715566,0,0
1,Q11,1544646553.003552,439690,0,0
2,Q17,1544646553.344278,716328,0,0
2,Q17,1544646553.960151,715952,0,0
2,Q17,1544646554.575459,715823,0,0
2,Q17,1544646555.190657,676656,0,0
1,Q11,1544646555.766429,388239,0,0
2,Q17,1544646556.053650,608423,0,0
1,Q11,1544646556.562263,376791,0,0
1,Q11,1544646556.839570,376171,0,0
2,Q17,1544646557.115095,629054,0,0
2,Q17,1544646557.644350,604263,0,0
1,Q11,1544646558.147685,378171,0,0
1,Q11,1544646558.425326,377484,0,0
2,Q17,1544646558.702832,604086,0,0
2,Q17,1544646559.206636,605316,0,0
1,Q11,1544646559.712016,377789,0,0
2,Q17,1544646559.990567,604796,0,0
2,Q17,1544646560.496362,621393,0,0
1,Q11,1544646561.017370,386818,0,0
2,Q17,1544646561.303964,603976,0,0
2,Q17,1544646561.808468,603494,0,0
1,Q11,1544646562.311504,378031,0,0
2,Q17,1544646562.590213,603318,0,0
2,Q17,1544646563.093557,604702,0,0
1,Q11,1544646563.597485,377976,0,0
1,Q11,1544646563.874791,398749,0,0
1,Q11,1544646564.173427,376803,0,0
1,Q11,1544646564.450004,377944,0,0
2,Q17,1544646564.727603,604820,0,0
1,Q11,1544646565.231873,377496,0,0
2,Q17,1544646565.509481,604279,0,0
1,Q11,1544646566.013411,377253,0,0
1,Q11,1544646566.289749,377999,0,0
2,Q17,1544646566.567339,604720,0,0
2,Q17,1544646567.071200,620004,0,0
1,Q11,1544646567.591857,377039,0,0
1,Q11,1544646567.869389,376133,0,0
1,Q11,1544646568.145808,376431,0,0
2,Q17,1544646568.422503,603666,0,0
