Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Q16,1544652046.646203,720305,7,0
3,Q13,1544652046.646203,227557,4,0
2,Q11,1544652046.646203,237660,2,0
4,Q16,1544652046.646203,737153,5,0
1,Q2,1544652046.646203,334546,9,0
3,Q13,1544652046.811193,120837,4,0
3,Q13,1544652046.811294,128494,2,0
8,Q22,1544652046.831471,124627,4,0
2,Q11,1544652046.840129,172540,2,0
3,Q13,1544652046.854272,156471,1,0
2,Q11,1544652046.856443,170423,4,0
6,Q18,1544652046.880147,2801055,9,0
8,Q22,1544652046.910458,124690,1,0
7,Q19,1544652046.912635,279593,2,0
1,Q2,1544652046.926777,301959,4,0
6,Q18,1544652046.934358,2848506,1,0
2,Q11,1544652046.954907,173190,6,0
8,Q22,1544652047.028811,123471,6,0
6,Q18,1544652047.052669,2832478,6,0
3,Q13,1544652047.093071,158412,2,0
7,Q19,1544652047.123657,281253,3,0
1,Q2,1544652047.127977,264170,4,0
2,Q11,1544652047.150761,175348,2,0
3,Q13,1544652047.225720,161854,2,0
3,Q13,1544652047.266654,158916,7,0
8,Q22,1544652047.283226,126414,5,0
4,Q16,1544652047.287470,683461,2,0
4,Q16,1544652047.292208,673290,4,0
1,Q2,1544652047.304181,285538,3,0
4,Q16,1544652047.310136,696369,5,0
7,Q19,1544652047.326160,262778,7,0
6,Q18,1544652047.489432,2640281,7,0
2,Q11,1544652047.490508,173658,3,0
8,Q22,1544652047.564463,125388,3,0
8,Q22,1544652047.590544,125021,3,0
5,Q17,1544652047.615570,243529,3,0
2,Q11,1544652047.758190,174916,3,0
3,Q13,1544652047.765809,159945,0,0
3,Q13,1544652047.825937,158696,0,0
4,Q16,1544652047.833402,744133,3,0
3,Q13,1544652047.865688,161270,4,0
6,Q18,1544652047.871082,2528888,2,0
7,Q19,1544652047.885142,260151,0,0
5,Q17,1544652047.906714,241909,5,0
7,Q19,1544652047.927117,258278,4,0
2,Q11,1544652048.045895,168474,0,0
8,Q22,1544652048.049130,125304,5,0
2,Q11,1544652048.075113,173817,5,0
1,Q2,1544652048.085981,265080,4,0
2,Q11,1544652048.099051,175128,8,0
7,Q19,1544652048.114280,268126,0,0
4,Q16,1544652048.149556,726637,5,0
2,Q11,1544652048.174165,176712,8,0
4,Q16,1544652048.251066,710052,8,0
6,Q18,1544652048.251066,2426227,4,0
3,Q13,1544652048.282584,167159,0,0
5,Q17,1544652048.349587,263927,0,0
2,Q11,1544652048.477709,175614,3,0
7,Q19,1544652048.513975,264549,0,0
5,Q17,1544652048.553620,240717,3,0
4,Q16,1544652048.678893,699220,0,0
5,Q17,1544652048.695217,243116,3,0
2,Q11,1544652048.775813,176342,5,0
2,Q11,1544652048.838415,173365,3,0
4,Q16,1544652048.852429,684246,5,0
6,Q18,1544652048.861454,2754052,8,0
8,Q22,1544652048.910956,127102,3,0
1,Q2,1544652048.937718,286027,3,0
2,Q11,1544652049.124554,174845,3,0
4,Q16,1544652049.199784,697871,3,0
3,Q13,1544652049.277335,161319,0,0
7,Q19,1544652049.338520,253780,0,0
2,Q11,1544652049.436148,174189,5,0
6,Q18,1544652049.491939,2957436,0,0
1,Q2,1544652049.510161,255964,5,0
1,Q2,1544652049.580901,262841,9,0
8,Q22,1544652049.666104,123714,5,0
4,Q16,1544652049.683470,700446,1,0
