Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Q16,1544650758.671135,2236254,0,0
2,Q11,1544650760.807709,400177,0,0
3,Q13,1544650761.108717,385738,0,0
6,Q18,1544650761.395067,6812339,0,0
4,Q16,1544650768.107506,2297948,0,0
2,Q11,1544650770.305255,448038,0,0
4,Q16,1544650770.653162,2574505,0,0
2,Q11,1544650773.127616,438684,0,0
3,Q13,1544650773.466661,443684,0,0
7,Q19,1544650773.810895,884276,0,0
8,Q22,1544650774.595440,249002,0,0
5,Q17,1544650774.744723,756755,0,0
2,Q11,1544650775.402406,434055,0,0
6,Q18,1544650775.736812,8187505,0,0
3,Q13,1544650783.824269,437910,0,0
3,Q13,1544650784.162175,425686,0,0
3,Q13,1544650784.487775,425268,0,0
3,Q13,1544650784.813439,425188,0,0
2,Q11,1544650785.139098,501948,0,0
2,Q11,1544650785.541063,436212,0,0
1,Q2,1544650785.877502,711712,0,0
3,Q13,1544650786.489638,421151,0,0
3,Q13,1544650786.810990,419301,0,0
3,Q13,1544650787.131098,418738,0,0
4,Q16,1544650787.450176,2619423,0,0
3,Q13,1544650789.969370,444072,0,0
8,Q22,1544650790.313476,244870,0,0
5,Q17,1544650790.459303,772554,0,0
7,Q19,1544650791.132727,831492,0,0
3,Q13,1544650791.865103,419254,0,0
4,Q16,1544650792.184892,2642095,0,0
7,Q19,1544650794.726788,828290,0,0
8,Q22,1544650795.455801,241098,0,0
5,Q17,1544650795.597421,735175,0,0
7,Q19,1544650796.233203,827879,0,0
5,Q17,1544650796.961853,735499,0,0
4,Q16,1544650797.597969,2602155,0,0
1,Q2,1544650800.100413,704618,0,0
7,Q19,1544650800.705170,832491,0,0
3,Q13,1544650801.438405,430404,0,0
1,Q2,1544650801.769183,739389,0,0
1,Q2,1544650802.408751,723006,0,0
1,Q2,1544650803.031671,712817,0,0
8,Q22,1544650803.644743,246051,0,0
4,Q16,1544650803.790718,2573729,0,0
7,Q19,1544650806.264283,862622,0,0
3,Q13,1544650807.027057,428929,0,0
7,Q19,1544650807.355961,852554,0,0
2,Q11,1544650808.108504,435391,0,0
7,Q19,1544650808.444698,827383,0,0
4,Q16,1544650809.172957,2576661,0,0
8,Q22,1544650811.649532,244836,0,0
4,Q16,1544650811.794588,2629076,0,0
4,Q16,1544650814.323296,2589690,0,0
3,Q13,1544650816.813265,439882,0,0
