Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Q16,1544650888.329820,2803362,7,0
1,Q2,1544650888.329820,1144939,2,0
2,Q11,1544650888.329820,721938,1,0
8,Q22,1544650888.329820,654945,0,0
5,Q17,1544650888.747836,752391,3,0
5,Q17,1544650888.765151,790536,6,0
2,Q11,1544650888.765151,408380,5,0
5,Q17,1544650888.884195,796083,0,0
2,Q11,1544650888.920009,405045,9,0
7,Q19,1544650888.951602,756817,1,0
4,Q16,1544650889.023295,2760013,4,0
2,Q11,1544650889.072974,403779,5,0
5,Q17,1544650889.224336,827125,9,0
6,Q18,1544650889.374323,7362080,2,0
3,Q13,1544650889.376491,405969,5,0
6,Q18,1544650889.400394,7253429,3,0
3,Q13,1544650889.455807,398125,6,0
7,Q19,1544650889.579943,952670,0,0
2,Q11,1544650889.608257,409582,1,0
3,Q13,1544650889.683028,409895,5,0
1,Q2,1544650889.723135,796602,8,0
8,Q22,1544650889.754188,221008,6,0
2,Q11,1544650889.875239,452652,6,0
5,Q17,1544650889.917336,764077,1,0
8,Q22,1544650889.950924,280969,9,0
6,Q18,1544650889.993219,7118884,5,0
7,Q19,1544650890.132057,848881,9,0
1,Q2,1544650890.227755,824940,6,0
1,Q2,1544650890.419006,746544,8,0
6,Q18,1544650890.432004,7108674,0,0
2,Q11,1544650890.582019,417008,1,0
5,Q17,1544650890.881740,709769,9,0
7,Q19,1544650890.899155,774786,1,0
8,Q22,1544650890.953508,256528,6,0
8,Q22,1544650891.032896,222467,7,0
1,Q2,1544650891.065491,703560,8,0
6,Q18,1544650891.110672,7195517,6,0
3,Q13,1544650891.154840,404308,7,0
8,Q22,1544650891.458815,223956,7,0
4,Q16,1544650891.492164,2533752,9,0
7,Q19,1544650891.573747,766950,1,0
1,Q2,1544650891.582468,645290,7,0
3,Q13,1544650891.669198,384568,8,0
7,Q19,1544650891.683317,777962,4,0
7,Q19,1544650891.954573,713877,8,0
7,Q19,1544650892.127804,713907,7,0
7,Q19,1544650892.240341,747345,1,0
5,Q17,1544650892.360314,668011,4,0
6,Q18,1544650892.568560,7400741,8,0
5,Q17,1544650892.742568,647632,7,0
5,Q17,1544650892.888309,685136,1,0
3,Q13,1544650892.928576,396628,4,0
2,Q11,1544650893.224573,408852,4,0
5,Q17,1544650893.289794,676088,7,0
2,Q11,1544650893.473326,407364,1,0
7,Q19,1544650893.533899,751120,4,0
8,Q22,1544650893.780926,222861,1,0
4,Q16,1544650893.865760,2262889,7,0
3,Q13,1544650893.903831,386444,1,0
4,Q16,1544650893.926668,2358999,9,0
4,Q16,1544650894.185192,2409454,4,0
8,Q22,1544650894.190608,217711,1,0
2,Q11,1544650894.307591,403782,1,0
2,Q11,1544650894.611090,403778,1,0
5,Q17,1544650894.914538,667537,1,0
4,Q16,1544650895.481508,2465079,1,0
1,Q2,1544650896.029039,688177,7,0
8,Q22,1544650896.185531,225045,9,0
2,Q11,1544650896.309608,399281,9,0
8,Q22,1544650896.495066,360618,4,0
2,Q11,1544650896.553637,481363,3,0
8,Q22,1544650896.608496,222855,9,0
2,Q11,1544650896.617159,401381,7,0
6,Q18,1544650896.636670,7295392,2,0
8,Q22,1544650896.730789,219892,9,0
3,Q13,1544650896.756300,459012,4,0
7,Q19,1544650896.851011,868106,9,0
2,Q11,1544650896.918233,402169,7,0
4,Q16,1544650896.934406,2427091,3,0
1,Q2,1544650897.011381,746478,5,0
2,Q11,1544650897.115346,413267,4,0
5,Q17,1544650897.220468,768816,7,0
4,Q16,1544650897.428475,2745645,4,0
1,Q2,1544650897.441423,697748,0,0
3,Q13,1544650897.619939,397630,9,0
2,Q11,1544650897.656949,414657,5,0
5,Q17,1544650897.847425,679566,1,0
1,Q2,1544650897.889025,689252,7,0
8,Q22,1544650897.918144,221360,9,0
6,Q18,1544650897.971136,7392654,5,0
8,Q22,1544650898.038981,223043,0,0
2,Q11,1544650898.040018,410350,9,0
2,Q11,1544650898.162063,436415,0,0
6,Q18,1544650898.221805,7218037,6,0
8,Q22,1544650898.350608,221651,9,0
5,Q17,1544650898.427448,702352,1,0
1,Q2,1544650898.472125,776520,9,0
1,Q2,1544650898.477569,660407,7,0
3,Q13,1544650898.498249,391204,0,0
5,Q17,1544650898.790166,647892,0,0
5,Q17,1544650899.029836,668411,1,0
4,Q16,1544650899.037503,2452823,7,0
2,Q11,1544650899.149097,415296,9,0
2,Q11,1544650899.262229,392738,3,0
2,Q11,1544650899.338822,401942,0,0
1,Q2,1544650899.463558,709006,9,0
3,Q13,1544650899.554797,414333,3,0
5,Q17,1544650899.598194,729796,1,0
5,Q17,1544650899.640456,681316,0,0
2,Q11,1544650899.869404,397792,3,0
2,Q11,1544650899.869404,394150,8,0
3,Q13,1544650900.072323,396545,9,0
2,Q11,1544650900.073415,409503,4,0
3,Q13,1544650900.163198,397286,8,0
6,Q18,1544650900.167688,7374062,3,0
5,Q17,1544650900.222780,632682,0,0
2,Q11,1544650900.228162,403538,1,0
4,Q16,1544650900.369154,2329978,9,0
4,Q16,1544650900.383167,2315975,4,0
1,Q2,1544650900.459796,707743,8,0
5,Q17,1544650900.532438,651085,1,0
4,Q16,1544650900.755842,2390225,0,0
2,Q11,1544650901.067595,402412,8,0
4,Q16,1544650901.082830,2463201,1,0
7,Q19,1544650901.369956,716274,8,0
7,Q19,1544650901.390627,697132,7,0
4,Q16,1544650901.986413,2466989,8,0
6,Q18,1544650901.987499,7259007,7,0
6,Q18,1544650902.599676,7763004,9,0
6,Q18,1544650902.599676,7466050,4,0
2,Q11,1544650903.046545,420718,0,0
4,Q16,1544650903.366766,2671812,0,0
3,Q13,1544650903.446198,472184,1,0
4,Q16,1544650903.817844,2468784,1,0
6,Q18,1544650903.831778,7142107,2,0
5,Q17,1544650904.353941,778481,8,0
1,Q2,1544650905.032310,647318,8,0
4,Q16,1544650905.263712,2496987,5,0
4,Q16,1544650905.339383,2471172,6,0
6,Q18,1544650905.578878,7395187,8,0
1,Q2,1544650905.982140,640740,0,0
5,Q17,1544650906.186247,693169,1,0
4,Q16,1544650906.521970,2287683,0,0
4,Q16,1544650906.779545,2413051,1,0
2,Q11,1544650907.441532,392703,3,0
5,Q17,1544650907.661243,660747,5,0
4,Q16,1544650907.712033,2447987,6,0
7,Q19,1544650907.734696,714213,3,0
8,Q22,1544650908.221079,220498,5,0
3,Q13,1544650908.341578,386834,5,0
8,Q22,1544650908.349193,220288,3,0
8,Q22,1544650908.469824,220182,3,0
3,Q13,1544650908.590131,381540,3,0
8,Q22,1544650908.628045,218023,5,0
1,Q2,1544650908.710336,654677,0,0
7,Q19,1544650908.745681,820678,5,0
3,Q13,1544650908.871539,391239,3,0
6,Q18,1544650909.092327,8076314,1,0
7,Q19,1544650909.166425,750500,7,0
4,Q16,1544650909.166599,2346255,3,0
4,Q16,1544650909.265241,2350907,0,0
6,Q18,1544650909.467198,8793459,5,0
7,Q19,1544650909.817095,870323,7,0
5,Q17,1544650909.984028,842965,4,0
1,Q2,1544650910.060073,709012,6,0
2,Q11,1544650910.262710,417456,9,0
7,Q19,1544650910.580232,750330,9,0
3,Q13,1544650910.586733,386989,7,0
7,Q19,1544650910.669085,831047,6,0
2,Q11,1544650910.726540,414242,4,0
4,Q16,1544650910.873090,2556453,7,0
6,Q18,1544650910.873090,8405197,2,0
8,Q22,1544650911.041051,218941,4,0
6,Q18,1544650911.159878,8329401,4,0
6,Q18,1544650911.230922,8338219,9,0
6,Q18,1544650911.399916,8236665,6,0
2,Q11,1544650911.412909,404001,3,0
8,Q22,1544650911.515684,223476,0,0
1,Q2,1544650911.639190,794796,0,0
3,Q13,1544650911.717214,416456,3,0
1,Q2,1544650912.034244,821079,3,0
6,Q18,1544650912.333594,8126215,0,0
1,Q2,1544650912.754747,721250,3,0
8,Q22,1544650912.874057,223445,8,0
6,Q18,1544650912.997247,7908167,8,0
8,Q22,1544650913.329654,224552,7,0
2,Q11,1544650913.376061,460208,3,0
2,Q11,1544650913.454821,480022,7,0
4,Q16,1544650913.736174,2656165,3,0
5,Q17,1544650913.834368,780877,7,0
7,Q19,1544650914.515524,767921,7,0
1,Q2,1544650915.182988,671674,7,0
6,Q18,1544650915.754648,7316740,7,0
8,Q22,1544650916.292446,254245,3,0
7,Q19,1544650916.445914,899305,3,0
3,Q13,1544650917.068506,392585,1,0
2,Q11,1544650917.245212,398373,3,0
2,Q11,1544650917.361192,406757,1,0
4,Q16,1544650917.543166,2514876,3,0
3,Q13,1544650917.667524,381110,1,0
6,Q18,1544650917.948425,7628200,1,0
2,Q11,1544650918.160324,402429,5,0
1,Q2,1544650918.463020,673135,5,0
8,Q22,1544650919.036915,218423,5,0
1,Q2,1544650919.155764,689847,5,0
4,Q16,1544650919.178787,2352416,2,0
2,Q11,1544650919.388596,404475,4,0
1,Q2,1544650919.468856,738571,9,0
1,Q2,1544650919.536215,674546,6,0
5,Q17,1544650919.692982,769490,4,0
6,Q18,1544650919.746013,7114932,5,0
4,Q16,1544650919.958829,2329263,3,0
4,Q16,1544650920.107464,2402795,9,0
4,Q16,1544650920.110698,2384948,6,0
5,Q17,1544650920.360104,724257,0,0
4,Q16,1544650920.363357,2348901,4,0
4,Q16,1544650920.805261,2294788,8,0
1,Q2,1544650920.984538,688738,0,0
4,Q16,1544650921.431810,2428922,2,0
4,Q16,1544650921.573371,2451394,0,0
1,Q2,1544650922.189125,645202,3,0
4,Q16,1544650922.396617,2439800,6,0
3,Q13,1544650922.410719,389470,9,0
1,Q2,1544650922.612504,717344,4,0
8,Q22,1544650922.700299,221853,9,0
6,Q18,1544650922.735041,7395044,3,0
2,Q11,1544650922.822084,400828,9,0
2,Q11,1544650922.971886,395779,7,0
3,Q13,1544650922.999052,402262,8,0
3,Q13,1544650923.122737,390906,9,0
1,Q2,1544650923.230113,747777,4,0
4,Q16,1544650923.267137,2445344,7,0
3,Q13,1544650923.301962,402371,8,0
4,Q16,1544650923.413219,2515811,9,0
2,Q11,1544650923.604564,418026,8,0
