Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,Q16,1544648459.630976,2598750,0,0
5,Q19,1544648462.130083,868807,0,0
5,Q19,1544648462.899123,818371,0,0
4,Q17,1544648463.617482,732383,0,0
3,Q16,1544648464.250208,2580697,0,0
1,Q2,1544648466.730424,709878,0,0
2,Q11,1544648467.340239,450062,0,0
4,Q17,1544648467.690553,728293,0,0
2,Q11,1544648468.318999,440632,0,0
2,Q11,1544648468.659617,441656,0,0
4,Q17,1544648469.001776,724163,0,0
1,Q2,1544648469.625550,695032,0,0
3,Q16,1544648470.220225,2625354,0,0
1,Q2,1544648472.745052,720889,0,0
1,Q2,1544648473.365398,698499,0,0
2,Q11,1544648473.963349,441511,0,0
1,Q2,1544648474.305362,696048,0,0
3,Q16,1544648474.902072,2590943,0,0
4,Q17,1544648477.392649,790312,0,0
4,Q17,1544648478.083383,723924,0,0
1,Q2,1544648478.707608,693655,0,0
5,Q19,1544648479.301021,830818,0,0
1,Q2,1544648480.032044,750416,0,0
5,Q19,1544648480.682430,854611,0,0
2,Q11,1544648481.436688,451787,0,0
4,Q17,1544648481.788933,728992,0,0
5,Q19,1544648482.417421,814157,0,0
3,Q16,1544648483.131092,2595327,0,0
3,Q16,1544648485.625952,2582357,0,0
5,Q19,1544648488.108955,812159,0,0
4,Q17,1544648488.820575,725152,0,0
5,Q19,1544648489.445171,830152,0,0
2,Q11,1544648490.174868,478788,0,0
2,Q11,1544648490.553718,456248,0,0
3,Q16,1544648490.910239,2569281,0,0
5,Q19,1544648493.379747,868188,0,0
5,Q19,1544648494.148224,813123,0,0
4,Q17,1544648494.861283,729300,0,0
3,Q16,1544648495.490432,2600209,0,0
4,Q17,1544648497.990618,730677,0,0
3,Q16,1544648498.620783,2561219,0,0
1,Q2,1544648501.081793,696918,0,0
3,Q16,1544648501.678476,2630252,0,0
4,Q17,1544648504.208180,770314,0,0
4,Q17,1544648504.878002,727904,0,0
2,Q11,1544648505.505476,450757,0,0
5,Q19,1544648505.856167,821986,0,0
1,Q2,1544648506.578447,693940,0,0
5,Q19,1544648507.172036,809000,0,0
2,Q11,1544648507.880910,439883,0,0
5,Q19,1544648508.220943,825422,0,0
5,Q19,1544648508.946280,821057,0,0
4,Q17,1544648509.667066,730960,0,0
1,Q2,1544648510.297631,703502,0,0
5,Q19,1544648510.901303,812868,0,0
5,Q19,1544648511.613660,826614,0,0
2,Q11,1544648512.340241,441206,0,0
2,Q11,1544648512.681079,443781,0,0
1,Q2,1544648513.024712,697892,0,0
3,Q16,1544648513.622451,2578041,0,0
3,Q16,1544648516.100591,2631963,0,0
5,Q19,1544648518.633019,869725,0,0
